image_path,mask_path
Processed_Dataset/segmentation/images\ISIC_0010043.jpg,Processed_Dataset/segmentation/masks\ISIC_0010043_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000115.jpg,Processed_Dataset/segmentation/masks\ISIC_0000115_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008396.jpg,Processed_Dataset/segmentation/masks\ISIC_0008396_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009599.jpg,Processed_Dataset/segmentation/masks\ISIC_0009599_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009972.jpg,Processed_Dataset/segmentation/masks\ISIC_0009972_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000066.jpg,Processed_Dataset/segmentation/masks\ISIC_0000066_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000326.jpg,Processed_Dataset/segmentation/masks\ISIC_0000326_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010066.jpg,Processed_Dataset/segmentation/masks\ISIC_0010066_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000264.jpg,Processed_Dataset/segmentation/masks\ISIC_0000264_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000247.jpg,Processed_Dataset/segmentation/masks\ISIC_0000247_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000160.jpg,Processed_Dataset/segmentation/masks\ISIC_0000160_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012230.jpg,Processed_Dataset/segmentation/masks\ISIC_0012230_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000457.jpg,Processed_Dataset/segmentation/masks\ISIC_0000457_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000131.jpg,Processed_Dataset/segmentation/masks\ISIC_0000131_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010566.jpg,Processed_Dataset/segmentation/masks\ISIC_0010566_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000282.jpg,Processed_Dataset/segmentation/masks\ISIC_0000282_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012320.jpg,Processed_Dataset/segmentation/masks\ISIC_0012320_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000012.jpg,Processed_Dataset/segmentation/masks\ISIC_0000012_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000546.jpg,Processed_Dataset/segmentation/masks\ISIC_0000546_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000292.jpg,Processed_Dataset/segmentation/masks\ISIC_0000292_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0007475.jpg,Processed_Dataset/segmentation/masks\ISIC_0007475_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000481.jpg,Processed_Dataset/segmentation/masks\ISIC_0000481_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010005.jpg,Processed_Dataset/segmentation/masks\ISIC_0010005_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011132.jpg,Processed_Dataset/segmentation/masks\ISIC_0011132_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0004337.jpg,Processed_Dataset/segmentation/masks\ISIC_0004337_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000999.jpg,Processed_Dataset/segmentation/masks\ISIC_0000999_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012204.jpg,Processed_Dataset/segmentation/masks\ISIC_0012204_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000159.jpg,Processed_Dataset/segmentation/masks\ISIC_0000159_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001372.jpg,Processed_Dataset/segmentation/masks\ISIC_0001372_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012207.jpg,Processed_Dataset/segmentation/masks\ISIC_0012207_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002975.jpg,Processed_Dataset/segmentation/masks\ISIC_0002975_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000198.jpg,Processed_Dataset/segmentation/masks\ISIC_0000198_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012324.jpg,Processed_Dataset/segmentation/masks\ISIC_0012324_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009980.jpg,Processed_Dataset/segmentation/masks\ISIC_0009980_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011352.jpg,Processed_Dataset/segmentation/masks\ISIC_0011352_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010595.jpg,Processed_Dataset/segmentation/masks\ISIC_0010595_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012447.jpg,Processed_Dataset/segmentation/masks\ISIC_0012447_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000009.jpg,Processed_Dataset/segmentation/masks\ISIC_0000009_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009898.jpg,Processed_Dataset/segmentation/masks\ISIC_0009898_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011224.jpg,Processed_Dataset/segmentation/masks\ISIC_0011224_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000427.jpg,Processed_Dataset/segmentation/masks\ISIC_0000427_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000384.jpg,Processed_Dataset/segmentation/masks\ISIC_0000384_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010222.jpg,Processed_Dataset/segmentation/masks\ISIC_0010222_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010844.jpg,Processed_Dataset/segmentation/masks\ISIC_0010844_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010364.jpg,Processed_Dataset/segmentation/masks\ISIC_0010364_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000295.jpg,Processed_Dataset/segmentation/masks\ISIC_0000295_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011105.jpg,Processed_Dataset/segmentation/masks\ISIC_0011105_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000456.jpg,Processed_Dataset/segmentation/masks\ISIC_0000456_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010456.jpg,Processed_Dataset/segmentation/masks\ISIC_0010456_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010057.jpg,Processed_Dataset/segmentation/masks\ISIC_0010057_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010607.jpg,Processed_Dataset/segmentation/masks\ISIC_0010607_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002476.jpg,Processed_Dataset/segmentation/masks\ISIC_0002476_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010585.jpg,Processed_Dataset/segmentation/masks\ISIC_0010585_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012290.jpg,Processed_Dataset/segmentation/masks\ISIC_0012290_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010351.jpg,Processed_Dataset/segmentation/masks\ISIC_0010351_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012281.jpg,Processed_Dataset/segmentation/masks\ISIC_0012281_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000537.jpg,Processed_Dataset/segmentation/masks\ISIC_0000537_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002780.jpg,Processed_Dataset/segmentation/masks\ISIC_0002780_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010557.jpg,Processed_Dataset/segmentation/masks\ISIC_0010557_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000251.jpg,Processed_Dataset/segmentation/masks\ISIC_0000251_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010176.jpg,Processed_Dataset/segmentation/masks\ISIC_0010176_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000253.jpg,Processed_Dataset/segmentation/masks\ISIC_0000253_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011349.jpg,Processed_Dataset/segmentation/masks\ISIC_0011349_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000233.jpg,Processed_Dataset/segmentation/masks\ISIC_0000233_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000087.jpg,Processed_Dataset/segmentation/masks\ISIC_0000087_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000163.jpg,Processed_Dataset/segmentation/masks\ISIC_0000163_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009954.jpg,Processed_Dataset/segmentation/masks\ISIC_0009954_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009909.jpg,Processed_Dataset/segmentation/masks\ISIC_0009909_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010854.jpg,Processed_Dataset/segmentation/masks\ISIC_0010854_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010227.jpg,Processed_Dataset/segmentation/masks\ISIC_0010227_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009949.jpg,Processed_Dataset/segmentation/masks\ISIC_0009949_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000147.jpg,Processed_Dataset/segmentation/masks\ISIC_0000147_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010467.jpg,Processed_Dataset/segmentation/masks\ISIC_0010467_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000501.jpg,Processed_Dataset/segmentation/masks\ISIC_0000501_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011367.jpg,Processed_Dataset/segmentation/masks\ISIC_0011367_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001449.jpg,Processed_Dataset/segmentation/masks\ISIC_0001449_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011115.jpg,Processed_Dataset/segmentation/masks\ISIC_0011115_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001423.jpg,Processed_Dataset/segmentation/masks\ISIC_0001423_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012406.jpg,Processed_Dataset/segmentation/masks\ISIC_0012406_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000413.jpg,Processed_Dataset/segmentation/masks\ISIC_0000413_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000477.jpg,Processed_Dataset/segmentation/masks\ISIC_0000477_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000000.jpg,Processed_Dataset/segmentation/masks\ISIC_0000000_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000434.jpg,Processed_Dataset/segmentation/masks\ISIC_0000434_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012442.jpg,Processed_Dataset/segmentation/masks\ISIC_0012442_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001148.jpg,Processed_Dataset/segmentation/masks\ISIC_0001148_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012432.jpg,Processed_Dataset/segmentation/masks\ISIC_0012432_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010458.jpg,Processed_Dataset/segmentation/masks\ISIC_0010458_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010448.jpg,Processed_Dataset/segmentation/masks\ISIC_0010448_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010357.jpg,Processed_Dataset/segmentation/masks\ISIC_0010357_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009998.jpg,Processed_Dataset/segmentation/masks\ISIC_0009998_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000191.jpg,Processed_Dataset/segmentation/masks\ISIC_0000191_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000547.jpg,Processed_Dataset/segmentation/masks\ISIC_0000547_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000138.jpg,Processed_Dataset/segmentation/masks\ISIC_0000138_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011327.jpg,Processed_Dataset/segmentation/masks\ISIC_0011327_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002673.jpg,Processed_Dataset/segmentation/masks\ISIC_0002673_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000099.jpg,Processed_Dataset/segmentation/masks\ISIC_0000099_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012330.jpg,Processed_Dataset/segmentation/masks\ISIC_0012330_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000202.jpg,Processed_Dataset/segmentation/masks\ISIC_0000202_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010062.jpg,Processed_Dataset/segmentation/masks\ISIC_0010062_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000508.jpg,Processed_Dataset/segmentation/masks\ISIC_0000508_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000283.jpg,Processed_Dataset/segmentation/masks\ISIC_0000283_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000074.jpg,Processed_Dataset/segmentation/masks\ISIC_0000074_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000145.jpg,Processed_Dataset/segmentation/masks\ISIC_0000145_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000349.jpg,Processed_Dataset/segmentation/masks\ISIC_0000349_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011225.jpg,Processed_Dataset/segmentation/masks\ISIC_0011225_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000381.jpg,Processed_Dataset/segmentation/masks\ISIC_0000381_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012369.jpg,Processed_Dataset/segmentation/masks\ISIC_0012369_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010480.jpg,Processed_Dataset/segmentation/masks\ISIC_0010480_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001306.jpg,Processed_Dataset/segmentation/masks\ISIC_0001306_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010071.jpg,Processed_Dataset/segmentation/masks\ISIC_0010071_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000443.jpg,Processed_Dataset/segmentation/masks\ISIC_0000443_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001286.jpg,Processed_Dataset/segmentation/masks\ISIC_0001286_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012224.jpg,Processed_Dataset/segmentation/masks\ISIC_0012224_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000395.jpg,Processed_Dataset/segmentation/masks\ISIC_0000395_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000517.jpg,Processed_Dataset/segmentation/masks\ISIC_0000517_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000183.jpg,Processed_Dataset/segmentation/masks\ISIC_0000183_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000031.jpg,Processed_Dataset/segmentation/masks\ISIC_0000031_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002251.jpg,Processed_Dataset/segmentation/masks\ISIC_0002251_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000214.jpg,Processed_Dataset/segmentation/masks\ISIC_0000214_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010019.jpg,Processed_Dataset/segmentation/masks\ISIC_0010019_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012351.jpg,Processed_Dataset/segmentation/masks\ISIC_0012351_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000188.jpg,Processed_Dataset/segmentation/masks\ISIC_0000188_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010231.jpg,Processed_Dataset/segmentation/masks\ISIC_0010231_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009877.jpg,Processed_Dataset/segmentation/masks\ISIC_0009877_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000192.jpg,Processed_Dataset/segmentation/masks\ISIC_0000192_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0002353.jpg,Processed_Dataset/segmentation/masks\ISIC_0002353_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011157.jpg,Processed_Dataset/segmentation/masks\ISIC_0011157_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012342.jpg,Processed_Dataset/segmentation/masks\ISIC_0012342_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001254.jpg,Processed_Dataset/segmentation/masks\ISIC_0001254_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000079.jpg,Processed_Dataset/segmentation/masks\ISIC_0000079_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011223.jpg,Processed_Dataset/segmentation/masks\ISIC_0011223_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0007141.jpg,Processed_Dataset/segmentation/masks\ISIC_0007141_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009884.jpg,Processed_Dataset/segmentation/masks\ISIC_0009884_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000260.jpg,Processed_Dataset/segmentation/masks\ISIC_0000260_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009982.jpg,Processed_Dataset/segmentation/masks\ISIC_0009982_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000235.jpg,Processed_Dataset/segmentation/masks\ISIC_0000235_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000181.jpg,Processed_Dataset/segmentation/masks\ISIC_0000181_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000146.jpg,Processed_Dataset/segmentation/masks\ISIC_0000146_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010457.jpg,Processed_Dataset/segmentation/masks\ISIC_0010457_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011144.jpg,Processed_Dataset/segmentation/masks\ISIC_0011144_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011170.jpg,Processed_Dataset/segmentation/masks\ISIC_0011170_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000206.jpg,Processed_Dataset/segmentation/masks\ISIC_0000206_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000045.jpg,Processed_Dataset/segmentation/masks\ISIC_0000045_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009937.jpg,Processed_Dataset/segmentation/masks\ISIC_0009937_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000120.jpg,Processed_Dataset/segmentation/masks\ISIC_0000120_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011088.jpg,Processed_Dataset/segmentation/masks\ISIC_0011088_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0005666.jpg,Processed_Dataset/segmentation/masks\ISIC_0005666_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010046.jpg,Processed_Dataset/segmentation/masks\ISIC_0010046_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011300.jpg,Processed_Dataset/segmentation/masks\ISIC_0011300_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012316.jpg,Processed_Dataset/segmentation/masks\ISIC_0012316_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001190.jpg,Processed_Dataset/segmentation/masks\ISIC_0001190_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001126.jpg,Processed_Dataset/segmentation/masks\ISIC_0001126_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000027.jpg,Processed_Dataset/segmentation/masks\ISIC_0000027_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010476.jpg,Processed_Dataset/segmentation/masks\ISIC_0010476_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010168.jpg,Processed_Dataset/segmentation/masks\ISIC_0010168_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010858.jpg,Processed_Dataset/segmentation/masks\ISIC_0010858_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011297.jpg,Processed_Dataset/segmentation/masks\ISIC_0011297_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000447.jpg,Processed_Dataset/segmentation/masks\ISIC_0000447_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010860.jpg,Processed_Dataset/segmentation/masks\ISIC_0010860_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012227.jpg,Processed_Dataset/segmentation/masks\ISIC_0012227_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000473.jpg,Processed_Dataset/segmentation/masks\ISIC_0000473_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009988.jpg,Processed_Dataset/segmentation/masks\ISIC_0009988_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009966.jpg,Processed_Dataset/segmentation/masks\ISIC_0009966_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000552.jpg,Processed_Dataset/segmentation/masks\ISIC_0000552_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000303.jpg,Processed_Dataset/segmentation/masks\ISIC_0000303_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010367.jpg,Processed_Dataset/segmentation/masks\ISIC_0010367_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000258.jpg,Processed_Dataset/segmentation/masks\ISIC_0000258_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000541.jpg,Processed_Dataset/segmentation/masks\ISIC_0000541_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000487.jpg,Processed_Dataset/segmentation/masks\ISIC_0000487_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012135.jpg,Processed_Dataset/segmentation/masks\ISIC_0012135_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000197.jpg,Processed_Dataset/segmentation/masks\ISIC_0000197_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000021.jpg,Processed_Dataset/segmentation/masks\ISIC_0000021_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011366.jpg,Processed_Dataset/segmentation/masks\ISIC_0011366_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010225.jpg,Processed_Dataset/segmentation/masks\ISIC_0010225_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011112.jpg,Processed_Dataset/segmentation/masks\ISIC_0011112_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011176.jpg,Processed_Dataset/segmentation/masks\ISIC_0011176_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0007557.jpg,Processed_Dataset/segmentation/masks\ISIC_0007557_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000065.jpg,Processed_Dataset/segmentation/masks\ISIC_0000065_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000316.jpg,Processed_Dataset/segmentation/masks\ISIC_0000316_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012250.jpg,Processed_Dataset/segmentation/masks\ISIC_0012250_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000323.jpg,Processed_Dataset/segmentation/masks\ISIC_0000323_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010862.jpg,Processed_Dataset/segmentation/masks\ISIC_0010862_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009939.jpg,Processed_Dataset/segmentation/masks\ISIC_0009939_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000449.jpg,Processed_Dataset/segmentation/masks\ISIC_0000449_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012203.jpg,Processed_Dataset/segmentation/masks\ISIC_0012203_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000040.jpg,Processed_Dataset/segmentation/masks\ISIC_0000040_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009990.jpg,Processed_Dataset/segmentation/masks\ISIC_0009990_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010592.jpg,Processed_Dataset/segmentation/masks\ISIC_0010592_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009895.jpg,Processed_Dataset/segmentation/masks\ISIC_0009895_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010247.jpg,Processed_Dataset/segmentation/masks\ISIC_0010247_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011110.jpg,Processed_Dataset/segmentation/masks\ISIC_0011110_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0003539.jpg,Processed_Dataset/segmentation/masks\ISIC_0003539_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011127.jpg,Processed_Dataset/segmentation/masks\ISIC_0011127_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009933.jpg,Processed_Dataset/segmentation/masks\ISIC_0009933_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009993.jpg,Processed_Dataset/segmentation/masks\ISIC_0009993_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000212.jpg,Processed_Dataset/segmentation/masks\ISIC_0000212_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000555.jpg,Processed_Dataset/segmentation/masks\ISIC_0000555_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000485.jpg,Processed_Dataset/segmentation/masks\ISIC_0000485_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009917.jpg,Processed_Dataset/segmentation/masks\ISIC_0009917_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010023.jpg,Processed_Dataset/segmentation/masks\ISIC_0010023_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012390.jpg,Processed_Dataset/segmentation/masks\ISIC_0012390_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0009978.jpg,Processed_Dataset/segmentation/masks\ISIC_0009978_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000514.jpg,Processed_Dataset/segmentation/masks\ISIC_0000514_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000460.jpg,Processed_Dataset/segmentation/masks\ISIC_0000460_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000506.jpg,Processed_Dataset/segmentation/masks\ISIC_0000506_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000080.jpg,Processed_Dataset/segmentation/masks\ISIC_0000080_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012238.jpg,Processed_Dataset/segmentation/masks\ISIC_0012238_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011101.jpg,Processed_Dataset/segmentation/masks\ISIC_0011101_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001367.jpg,Processed_Dataset/segmentation/masks\ISIC_0001367_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010187.jpg,Processed_Dataset/segmentation/masks\ISIC_0010187_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010562.jpg,Processed_Dataset/segmentation/masks\ISIC_0010562_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008552.jpg,Processed_Dataset/segmentation/masks\ISIC_0008552_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000126.jpg,Processed_Dataset/segmentation/masks\ISIC_0000126_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000511.jpg,Processed_Dataset/segmentation/masks\ISIC_0000511_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008116.jpg,Processed_Dataset/segmentation/masks\ISIC_0008116_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0008236.jpg,Processed_Dataset/segmentation/masks\ISIC_0008236_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010851.jpg,Processed_Dataset/segmentation/masks\ISIC_0010851_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000098.jpg,Processed_Dataset/segmentation/masks\ISIC_0000098_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011117.jpg,Processed_Dataset/segmentation/masks\ISIC_0011117_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012303.jpg,Processed_Dataset/segmentation/masks\ISIC_0012303_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010016.jpg,Processed_Dataset/segmentation/masks\ISIC_0010016_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001299.jpg,Processed_Dataset/segmentation/masks\ISIC_0001299_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012384.jpg,Processed_Dataset/segmentation/masks\ISIC_0012384_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012448.jpg,Processed_Dataset/segmentation/masks\ISIC_0012448_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011119.jpg,Processed_Dataset/segmentation/masks\ISIC_0011119_segmentation.png
